year,district_id,district_name,category,statistic,percentage
2021,SK0229,District of Trenčín,Economic Activity,working pensioner (%),6.23
2021,SK0231,District of Komárno,Economic Activity,working pensioner (%),4.85
2021,SK0232,District of Levice,Economic Activity,working pensioner (%),5.4
2021,SK0233,District of Nitra,Economic Activity,working pensioner (%),5.97
2021,SK0234,District of Nové Zámky,Economic Activity,working pensioner (%),5.17
2021,SK0235,District of Šaľa,Economic Activity,working pensioner (%),5.33
2021,SK0236,District of Topoľčany,Economic Activity,working pensioner (%),5.77
2021,SK0237,District of Zlaté Moravce,Economic Activity,working pensioner (%),5.38
2021,SK0311,District of Bytča,Economic Activity,working pensioner (%),5.44
2021,SK0312,District of Čadca,Economic Activity,working pensioner (%),4.9
2021,SK0313,District of Dolný Kubín,Economic Activity,working pensioner (%),6.23
2021,SK0314,District of Kysucké Nové Mesto,Economic Activity,working pensioner (%),5.44
2021,SK0315,District of Liptovský Mikuláš,Economic Activity,working pensioner (%),6.8
2021,SK0316,District of Martin,Economic Activity,working pensioner (%),7.04
2021,SK0317,District of Námestovo,Economic Activity,working pensioner (%),4.31
2021,SK0318,District of Ružomberok,Economic Activity,working pensioner (%),5.15
2021,SK0319,District of Turčianske Teplice,Economic Activity,working pensioner (%),6.75
2021,SK031A,District of Tvrdošín,Economic Activity,working pensioner (%),6.02
2021,SK031B,District of Žilina,Economic Activity,working pensioner (%),6.81
2021,SK0321,District of Banská Bystrica,Economic Activity,working pensioner (%),7.02
2021,SK0322,District of Banská Štiavnica,Economic Activity,working pensioner (%),6.86
2021,SK0323,District of Brezno,Economic Activity,working pensioner (%),5.08
2021,SK0324,District of Detva,Economic Activity,working pensioner (%),5.15
2021,SK0325,District of Krupina,Economic Activity,working pensioner (%),4.96
2021,SK0326,District of Lučenec,Economic Activity,working pensioner (%),4.45
2021,SK0327,District of Poltár,Economic Activity,working pensioner (%),4.35
2021,SK0328,District of Revúca,Economic Activity,working pensioner (%),3.22
2021,SK0329,District of Rimavská Sobota,Economic Activity,working pensioner (%),3.64
2021,SK032A,District of Veľký Krtíš,Economic Activity,working pensioner (%),6.64
2021,SK032B,District of Zvolen,Economic Activity,working pensioner (%),6.54
2021,SK032C,District of Žarnovica,Economic Activity,working pensioner (%),5.89
2021,SK032D,District of Žiar nad Hronom,Economic Activity,working pensioner (%),6.24
2021,SK0411,District of Bardejov,Economic Activity,working pensioner (%),4.9
2021,SK0412,District of Humenné,Economic Activity,working pensioner (%),5.35
2021,SK0413,District of Kežmarok,Economic Activity,working pensioner (%),3.9
2021,SK0414,District of Levoča,Economic Activity,working pensioner (%),5.11
2021,SK0415,District of Medzilaborce,Economic Activity,working pensioner (%),5.54
2021,SK0416,District of Poprad,Economic Activity,working pensioner (%),6.2
2021,SK0417,District of Prešov,Economic Activity,working pensioner (%),5.08
2021,SK0418,District of Sabinov,Economic Activity,working pensioner (%),3.23
2021,SK0419,District of Snina,Economic Activity,working pensioner (%),4.8
2021,SK041A,District of Stará Ľubovňa,Economic Activity,working pensioner (%),4.43
2021,SK041B,District of Stropkov,Economic Activity,working pensioner (%),6.42
2021,SK041C,District of Svidník,Economic Activity,working pensioner (%),5.87
2021,SK041D,District of Vranov nad Topľou,Economic Activity,working pensioner (%),3.91
2021,SK0421,District of Gelnica,Economic Activity,working pensioner (%),4.04
2021,SK0422,District of Košice I,Economic Activity,working pensioner (%),5.89
2021,SK0423,District of Košice II,Economic Activity,working pensioner (%),4.9
2021,SK0424,District of Košice III,Economic Activity,working pensioner (%),6.88
2021,SK0425,District of Košice IV,Economic Activity,working pensioner (%),5.57
2021,SK0426,District of Košice - okolie,Economic Activity,working pensioner (%),3.36
2021,SK0427,District of Michalovce,Economic Activity,working pensioner (%),4.8
2021,SK0428,District of Rožňava,Economic Activity,working pensioner (%),4.02
2021,SK0429,District of Sobrance,Economic Activity,working pensioner (%),4.42
2021,SK042A,District of Spišská Nová Ves,Economic Activity,working pensioner (%),4.82
2021,SK042B,District of Trebišov,Economic Activity,working pensioner (%),4.28
2021,SK0101,District of Bratislava I,Economic Activity,person on maternity leave (%),0.49
2021,SK0102,District of Bratislava II,Economic Activity,person on maternity leave (%),0.57
2021,SK0103,District of Bratislava III,Economic Activity,person on maternity leave (%),0.62
2021,SK0104,District of Bratislava IV,Economic Activity,person on maternity leave (%),0.64
2021,SK0105,District of Bratislava V,Economic Activity,person on maternity leave (%),0.53
2021,SK0106,District of Malacky,Economic Activity,person on maternity leave (%),0.5
2021,SK0107,District of Pezinok,Economic Activity,person on maternity leave (%),0.51
2021,SK0108,District of Senec,Economic Activity,person on maternity leave (%),0.68
2021,SK0211,District of Dunajská Streda,Economic Activity,person on maternity leave (%),0.36
2021,SK0212,District of Galanta,Economic Activity,person on maternity leave (%),0.38
2021,SK0213,District of Hlohovec,Economic Activity,person on maternity leave (%),0.39
2021,SK0214,District of Piešťany,Economic Activity,person on maternity leave (%),0.36
2021,SK0215,District of Senica,Economic Activity,person on maternity leave (%),0.35
2021,SK0216,District of Skalica,Economic Activity,person on maternity leave (%),0.45
2021,SK0217,District of Trnava,Economic Activity,person on maternity leave (%),0.47
2021,SK0221,District of Bánovce nad Bebravou,Economic Activity,person on maternity leave (%),0.33
2021,SK0222,District of Ilava,Economic Activity,person on maternity leave (%),0.43
2021,SK0223,District of Myjava,Economic Activity,person on maternity leave (%),0.35
2021,SK0224,District of Nové Mesto nad Váhom,Economic Activity,person on maternity leave (%),0.42
2021,SK0225,District of Partizánske,Economic Activity,person on maternity leave (%),0.31
2021,SK0226,District of Považská Bystrica,Economic Activity,person on maternity leave (%),0.46
2021,SK0227,District of Prievidza,Economic Activity,person on maternity leave (%),0.31
2021,SK0228,District of Púchov,Economic Activity,person on maternity leave (%),0.44
2021,SK0229,District of Trenčín,Economic Activity,person on maternity leave (%),0.44
2021,SK0231,District of Komárno,Economic Activity,person on maternity leave (%),0.23
2021,SK0232,District of Levice,Economic Activity,person on maternity leave (%),0.25
2021,SK0233,District of Nitra,Economic Activity,person on maternity leave (%),0.39
2021,SK0234,District of Nové Zámky,Economic Activity,person on maternity leave (%),0.23
2021,SK0235,District of Šaľa,Economic Activity,person on maternity leave (%),0.27
2021,SK0236,District of Topoľčany,Economic Activity,person on maternity leave (%),0.36
2021,SK0237,District of Zlaté Moravce,Economic Activity,person on maternity leave (%),0.32
2021,SK0311,District of Bytča,Economic Activity,person on maternity leave (%),0.45
2021,SK0312,District of Čadca,Economic Activity,person on maternity leave (%),0.37
2021,SK0313,District of Dolný Kubín,Economic Activity,person on maternity leave (%),0.44
2021,SK0314,District of Kysucké Nové Mesto,Economic Activity,person on maternity leave (%),0.45
2021,SK0315,District of Liptovský Mikuláš,Economic Activity,person on maternity leave (%),0.34
2021,SK0316,District of Martin,Economic Activity,person on maternity leave (%),0.37
2021,SK0317,District of Námestovo,Economic Activity,person on maternity leave (%),0.53
2021,SK0318,District of Ružomberok,Economic Activity,person on maternity leave (%),0.4
2021,SK0319,District of Turčianske Teplice,Economic Activity,person on maternity leave (%),0.29
2021,SK031A,District of Tvrdošín,Economic Activity,person on maternity leave (%),0.45
2021,SK031B,District of Žilina,Economic Activity,person on maternity leave (%),0.49
2021,SK0321,District of Banská Bystrica,Economic Activity,person on maternity leave (%),0.44
2021,SK0322,District of Banská Štiavnica,Economic Activity,person on maternity leave (%),0.36
2021,SK0323,District of Brezno,Economic Activity,person on maternity leave (%),0.25
2021,SK0324,District of Detva,Economic Activity,person on maternity leave (%),0.29
2021,SK0325,District of Krupina,Economic Activity,person on maternity leave (%),0.31
2021,SK0326,District of Lučenec,Economic Activity,person on maternity leave (%),0.19
2021,SK0327,District of Poltár,Economic Activity,person on maternity leave (%),0.14
2021,SK0328,District of Revúca,Economic Activity,person on maternity leave (%),0.13
2021,SK0329,District of Rimavská Sobota,Economic Activity,person on maternity leave (%),0.19
2021,SK032A,District of Veľký Krtíš,Economic Activity,person on maternity leave (%),0.23
2021,SK032B,District of Zvolen,Economic Activity,person on maternity leave (%),0.37
2021,SK032C,District of Žarnovica,Economic Activity,person on maternity leave (%),0.41
2021,SK032D,District of Žiar nad Hronom,Economic Activity,person on maternity leave (%),0.3
2021,SK0411,District of Bardejov,Economic Activity,person on maternity leave (%),0.36
2021,SK0412,District of Humenné,Economic Activity,person on maternity leave (%),0.25
2021,SK0413,District of Kežmarok,Economic Activity,person on maternity leave (%),0.33
2021,SK0414,District of Levoča,Economic Activity,person on maternity leave (%),0.32
2021,SK0415,District of Medzilaborce,Economic Activity,person on maternity leave (%),0.21
2021,SK0416,District of Poprad,Economic Activity,person on maternity leave (%),0.32
2021,SK0417,District of Prešov,Economic Activity,person on maternity leave (%),0.39
2021,SK0418,District of Sabinov,Economic Activity,person on maternity leave (%),0.31
2021,SK0419,District of Snina,Economic Activity,person on maternity leave (%),0.24
2021,SK041A,District of Stará Ľubovňa,Economic Activity,person on maternity leave (%),0.37
2021,SK041B,District of Stropkov,Economic Activity,person on maternity leave (%),0.19
2021,SK041C,District of Svidník,Economic Activity,person on maternity leave (%),0.27
2021,SK041D,District of Vranov nad Topľou,Economic Activity,person on maternity leave (%),0.28
2021,SK0421,District of Gelnica,Economic Activity,person on maternity leave (%),0.16
2021,SK0422,District of Košice I,Economic Activity,person on maternity leave (%),0.41
2021,SK0423,District of Košice II,Economic Activity,person on maternity leave (%),0.4
2021,SK0424,District of Košice III,Economic Activity,person on maternity leave (%),0.37
2021,SK0425,District of Košice IV,Economic Activity,person on maternity leave (%),0.34
2021,SK0426,District of Košice - okolie,Economic Activity,person on maternity leave (%),0.29
2021,SK0427,District of Michalovce,Economic Activity,person on maternity leave (%),0.2
2021,SK0428,District of Rožňava,Economic Activity,person on maternity leave (%),0.19
2021,SK0429,District of Sobrance,Economic Activity,person on maternity leave (%),0.2
2021,SK042A,District of Spišská Nová Ves,Economic Activity,person on maternity leave (%),0.27
2021,SK042B,District of Trebišov,Economic Activity,person on maternity leave (%),0.18
2021,SK0101,District of Bratislava I,Economic Activity,person on parental leave (%),1.38
2021,SK0102,District of Bratislava II,Economic Activity,person on parental leave (%),1.41
2021,SK0103,District of Bratislava III,Economic Activity,person on parental leave (%),1.6
2021,SK0104,District of Bratislava IV,Economic Activity,person on parental leave (%),1.34
2021,SK0105,District of Bratislava V,Economic Activity,person on parental leave (%),1.44
2021,SK0106,District of Malacky,Economic Activity,person on parental leave (%),1.28
2021,SK0107,District of Pezinok,Economic Activity,person on parental leave (%),1.43
2021,SK0108,District of Senec,Economic Activity,person on parental leave (%),1.72
2021,SK0211,District of Dunajská Streda,Economic Activity,person on parental leave (%),0.97
2021,SK0212,District of Galanta,Economic Activity,person on parental leave (%),0.92
2021,SK0213,District of Hlohovec,Economic Activity,person on parental leave (%),0.94
2021,SK0214,District of Piešťany,Economic Activity,person on parental leave (%),0.86
2021,SK0215,District of Senica,Economic Activity,person on parental leave (%),0.89
2021,SK0216,District of Skalica,Economic Activity,person on parental leave (%),0.81
2021,SK0217,District of Trnava,Economic Activity,person on parental leave (%),1.13
2021,SK0221,District of Bánovce nad Bebravou,Economic Activity,person on parental leave (%),0.75
2021,SK0222,District of Ilava,Economic Activity,person on parental leave (%),0.77
2021,SK0223,District of Myjava,Economic Activity,person on parental leave (%),0.86
2021,SK0224,District of Nové Mesto nad Váhom,Economic Activity,person on parental leave (%),0.81
2021,SK0225,District of Partizánske,Economic Activity,person on parental leave (%),0.75
2021,SK0226,District of Považská Bystrica,Economic Activity,person on parental leave (%),1.06
2021,SK0227,District of Prievidza,Economic Activity,person on parental leave (%),0.74
2021,SK0228,District of Púchov,Economic Activity,person on parental leave (%),0.9
2021,SK0229,District of Trenčín,Economic Activity,person on parental leave (%),0.91
2021,SK0231,District of Komárno,Economic Activity,person on parental leave (%),0.67
2021,SK0232,District of Levice,Economic Activity,person on parental leave (%),0.7
2021,SK0233,District of Nitra,Economic Activity,person on parental leave (%),1.0
2021,SK0234,District of Nové Zámky,Economic Activity,person on parental leave (%),0.68
2021,SK0235,District of Šaľa,Economic Activity,person on parental leave (%),0.75
2021,SK0236,District of Topoľčany,Economic Activity,person on parental leave (%),0.78
2021,SK0237,District of Zlaté Moravce,Economic Activity,person on parental leave (%),0.8
2021,SK0311,District of Bytča,Economic Activity,person on parental leave (%),1.1
2021,SK0312,District of Čadca,Economic Activity,person on parental leave (%),0.87
2021,SK0313,District of Dolný Kubín,Economic Activity,person on parental leave (%),1.32
2021,SK0314,District of Kysucké Nové Mesto,Economic Activity,person on parental leave (%),1.02
2021,SK0315,District of Liptovský Mikuláš,Economic Activity,person on parental leave (%),1.2
2021,SK0316,District of Martin,Economic Activity,person on parental leave (%),0.95
2021,SK0317,District of Námestovo,Economic Activity,person on parental leave (%),1.21
2021,SK0318,District of Ružomberok,Economic Activity,person on parental leave (%),1.18
2021,SK0319,District of Turčianske Teplice,Economic Activity,person on parental leave (%),0.81
2021,SK031A,District of Tvrdošín,Economic Activity,person on parental leave (%),1.12
2021,SK031B,District of Žilina,Economic Activity,person on parental leave (%),1.04
2021,SK0321,District of Banská Bystrica,Economic Activity,person on parental leave (%),1.01
2021,SK0322,District of Banská Štiavnica,Economic Activity,person on parental leave (%),1.02
2021,SK0323,District of Brezno,Economic Activity,person on parental leave (%),0.8
2021,SK0324,District of Detva,Economic Activity,person on parental leave (%),0.74
